# formica run 1  ended: manual save  at day 12704.8
# events:
# 80.1	DORMANCY at 13.9C
# 222.0	REACTIVATION at 12.0C
# 417.0	DORMANCY at 18.2C
# 587.0	REACTIVATION at 12.0C
# 782.0	DORMANCY at 18.2C
# 952.0	REACTIVATION at 12.0C
# 1147.0	DORMANCY at 18.2C
# 1317.0	REACTIVATION at 12.0C
# 1512.0	DORMANCY at 18.2C
# 1682.0	REACTIVATION at 12.0C
# 1877.0	DORMANCY at 18.2C
# 2047.0	REACTIVATION at 12.0C
# 2242.0	DORMANCY at 18.2C
# 2412.0	REACTIVATION at 12.0C
# 2607.0	DORMANCY at 18.2C
# 2777.0	REACTIVATION at 12.0C
# 2972.0	DORMANCY at 18.2C
# 3142.0	REACTIVATION at 12.0C
# 3337.0	DORMANCY at 18.2C
# 3507.0	REACTIVATION at 12.0C
# 3702.0	DORMANCY at 18.2C
# 3872.0	REACTIVATION at 12.0C
# 4067.0	DORMANCY at 18.2C
# 4237.0	REACTIVATION at 12.0C
# 4432.0	DORMANCY at 18.2C
# 4602.0	REACTIVATION at 12.0C
# 4797.0	DORMANCY at 18.2C
# 4967.0	REACTIVATION at 12.0C
# 5162.0	DORMANCY at 18.2C
# 5332.0	REACTIVATION at 12.0C
# 5527.0	DORMANCY at 18.2C
# 5697.0	REACTIVATION at 12.0C
# 5878.6	QUEEN DIED (senescence)
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals
4851.4	10.27	0.263	253	249	2859	11.30	0	166	0	0	208	175.6	1.599	2803.0	195.0	12.0	1	0.00	2847	2594	10728	8110	19365
4861.4	9.16	0.250	251	248	2858	11.39	0	166	0	0	208	164.3	1.599	2805.5	195.0	16.8	1	0.00	2847	2596	10728	8111	19365
4871.4	8.26	0.250	251	248	2858	11.39	0	166	0	0	208	156.2	1.599	2808.0	195.0	22.6	1	0.00	2847	2596	10728	8111	19365
4881.4	7.59	0.250	250	244	2858	11.43	0	166	0	0	208	146.0	1.599	2810.5	195.0	29.5	1	0.00	2847	2597	10728	8111	19365
4891.4	7.16	0.250	248	246	2858	11.52	0	166	0	0	208	135.0	1.598	2813.0	195.0	37.1	1	0.00	2847	2599	10728	8111	19365
4901.4	7.00	0.250	245	242	2858	11.67	0	166	0	0	208	122.8	1.597	2815.5	195.0	45.2	1	0.00	2847	2602	10728	8111	19365
4911.4	7.10	0.250	243	240	2858	11.76	0	166	0	0	208	111.3	1.596	2818.0	195.0	53.3	1	0.00	2847	2604	10728	8111	19365
4921.4	7.47	0.250	239	238	2858	11.96	0	166	0	0	208	100.6	1.596	2820.5	195.0	61.1	1	0.00	2847	2608	10728	8111	19365
4931.4	8.09	0.250	235	233	2858	12.16	0	166	0	0	208	89.4	1.595	2823.0	195.0	68.1	1	0.00	2847	2612	10728	8111	19365
4941.4	8.94	0.250	232	230	2858	12.32	0	166	0	0	208	78.5	1.593	2825.5	195.0	74.2	1	0.00	2847	2615	10728	8111	19365
4951.4	10.00	0.250	230	229	2857	12.42	0	166	0	0	208	68.1	1.590	2828.0	195.0	79.2	1	0.00	2847	2617	10728	8112	19365
4961.4	11.24	0.312	229	228	2857	12.48	0	166	0	0	208	58.0	1.587	2830.8	195.0	83.2	1	0.00	2847	2618	10728	8112	19365
4971.4	12.62	0.381	227	226	2857	12.59	1	162	1	4	205	45.1	1.579	2834.3	4.4	0.0	0	0.01	2847	2620	10728	8112	19368
4981.4	14.10	0.455	225	225	2857	12.70	1	157	157	9	203	31.2	1.564	2838.4	14.4	0.0	0	0.00	2847	2622	10728	8112	19370
4991.4	15.63	0.532	220	220	2857	12.99	0	158	157	9	203	17.6	1.534	2843.4	24.4	0.0	0	0.00	2847	2627	10728	8112	19370
5001.4	17.18	0.609	223	201	2833	12.70	0	152	148	7	155	10.3	1.437	2849.1	34.4	0.0	0	0.00	2855	2632	10728	8136	19420
5011.4	18.69	0.684	222	32	2518	11.34	0	115	105	7	124	135.8	1.583	2855.6	44.4	0.0	0	0.00	2856	2634	10730	8453	19551
5021.4	20.12	0.756	226	61	2485	11.00	0	52	52	2	124	130.9	1.584	2862.8	54.4	0.0	0	0.00	2862	2636	10733	8489	19589
5031.4	21.43	0.822	224	50	2484	11.09	0	29	29	1	123	126.4	1.593	2870.7	64.4	0.0	0	0.00	2864	2640	10735	8492	19600
5041.4	22.58	0.879	220	66	2479	11.27	8	6	6	8	69	105.6	1.593	2879.2	74.4	0.0	0	4.87	2865	2645	10736	8498	19675
5051.4	23.53	0.927	224	71	2463	11.00	20	16	4	1	69	113.4	1.561	2888.2	84.4	0.0	0	3.55	2872	2648	10736	8514	19678
5061.4	24.27	0.963	219	16	2460	11.23	23	33	5	5	6	135.5	1.578	2897.7	94.4	0.0	0	4.38	2873	2654	10767	8548	19778
5071.4	24.75	0.988	215	22	2416	11.24	24	33	2	24	37	144.0	1.567	2907.4	104.4	0.0	0	4.03	2878	2663	10767	8592	19927
5081.4	24.98	0.999	234	67	2388	10.21	8	36	8	25	0	155.9	1.471	2917.4	114.4	0.0	0	0.00	2902	2668	10767	8620	20027
5091.4	24.95	0.997	252	95	2399	9.52	8	22	7	24	1	169.4	1.441	2927.4	124.4	0.0	0	0.00	2927	2675	10792	8634	20155
5101.4	24.64	0.982	264	100	2462	9.33	26	14	1	19	35	168.4	1.457	2937.3	134.4	0.0	0	4.70	2948	2684	10866	8645	20254
5111.4	24.09	0.954	278	51	2682	9.65	29	29	1	13	62	174.9	1.484	2947.0	144.4	0.0	0	3.73	2967	2689	11125	8684	20308
5121.4	23.29	0.915	283	55	2793	9.87	32	57	1	0	35	177.1	1.531	2956.3	154.4	0.0	0	2.82	2980	2697	11283	8731	20393
5131.4	22.28	0.864	274	37	2803	10.23	31	87	1	0	38	176.6	1.591	2965.2	164.4	0.0	0	2.67	2980	2706	11313	8751	20393
5141.4	21.08	0.804	267	23	2791	10.45	32	113	1	0	38	169.6	1.600	2973.6	174.4	0.0	0	2.35	2980	2713	11315	8765	20393
5151.4	19.73	0.737	257	18	2783	10.83	30	138	1	0	83	163.4	1.600	2981.3	184.4	0.0	0	3.02	2980	2723	11315	8773	20393
5161.4	18.28	0.664	249	8	2781	11.17	32	160	1	0	98	158.2	1.600	2988.3	194.4	0.0	0	2.03	2980	2731	11318	8778	20393
5171.4	16.75	0.588	241	18	2927	12.15	9	182	1	0	125	152.2	1.600	2994.6	195.0	1.0	1	0.00	2980	2739	11502	8816	20393
5181.4	15.20	0.510	238	88	2921	12.27	0	190	1	0	155	147.1	1.600	3000.1	195.0	2.3	1	0.00	2980	2742	11520	8840	20393
5191.4	13.68	0.434	233	148	2909	12.48	0	190	1	0	179	151.9	1.600	3004.8	195.0	4.2	1	0.00	2980	2747	11520	8852	20393
5201.4	12.22	0.361	230	165	2906	12.63	0	190	1	0	188	150.4	1.600	3008.7	195.0	6.7	1	0.00	2980	2750	11520	8855	20393
5211.4	10.88	0.294	225	197	2896	12.87	0	190	1	0	200	142.7	1.600	3012.0	195.0	10.0	1	0.00	2980	2755	11520	8865	20393
5221.4	9.69	0.250	222	207	2892	13.03	0	190	1	0	206	136.0	1.600	3014.7	195.0	14.3	1	0.00	2980	2758	11520	8869	20393
5231.4	8.68	0.250	217	199	2892	13.33	0	190	1	0	206	128.7	1.600	3017.2	195.0	19.6	1	0.00	2980	2763	11520	8869	20393
5241.4	7.89	0.250	214	197	2892	13.51	0	190	1	0	206	116.3	1.599	3019.7	195.0	26.0	1	0.00	2980	2766	11520	8869	20393
5251.4	7.34	0.250	208	196	2892	13.90	0	190	1	0	206	104.4	1.598	3022.2	195.0	33.2	1	0.00	2980	2772	11520	8869	20393
5261.4	7.05	0.250	207	200	2892	13.97	0	190	1	0	206	96.8	1.596	3024.7	195.0	41.1	1	0.00	2980	2773	11520	8869	20393
5271.4	7.02	0.250	204	198	2892	14.18	0	190	1	0	206	86.3	1.596	3027.2	195.0	49.3	1	0.00	2980	2776	11520	8869	20393
5281.4	7.26	0.250	200	193	2892	14.46	0	190	1	0	206	75.9	1.595	3029.7	195.0	57.3	1	0.00	2980	2780	11520	8869	20393
5291.4	7.75	0.250	195	189	2892	14.83	0	190	1	0	206	65.8	1.595	3032.2	195.0	64.7	1	0.00	2980	2785	11520	8869	20393
5301.4	8.49	0.250	191	189	2892	15.14	0	190	1	0	206	56.5	1.591	3034.7	195.0	71.3	1	0.00	2980	2789	11520	8869	20393
5311.4	9.45	0.250	188	184	2892	15.38	0	190	1	0	206	49.0	1.589	3037.2	195.0	76.9	1	0.00	2980	2792	11520	8869	20393
5321.4	10.61	0.280	187	186	2892	15.47	0	190	1	0	206	40.9	1.586	3039.8	195.0	81.4	1	0.00	2980	2793	11520	8869	20393
5331.4	11.92	0.346	185	184	2892	15.63	0	190	1	0	206	32.1	1.575	3042.9	195.0	84.9	1	0.00	2980	2795	11520	8869	20393
5341.4	13.35	0.418	183	182	2891	15.80	0	178	164	11	186	24.0	1.558	3046.7	9.4	0.0	0	0.00	2980	2797	11520	8870	20413
5351.4	14.87	0.493	182	182	2891	15.88	0	175	173	14	182	15.6	1.521	3051.2	19.4	0.0	0	0.00	2980	2798	11520	8870	20417
5361.4	16.41	0.571	184	178	2890	15.71	0	174	170	10	168	13.5	1.429	3056.6	29.4	0.0	0	0.00	2985	2801	11520	8871	20431
5371.4	17.95	0.647	189	139	2837	15.01	0	158	96	17	91	45.6	1.376	3062.7	39.4	0.0	0	0.00	2994	2805	11527	8931	20815
5381.4	19.42	0.721	194	132	2802	14.44	0	57	56	44	51	75.4	1.426	3069.5	49.4	0.0	0	0.00	3004	2810	11527	8966	20956
5391.4	20.80	0.790	225	132	2778	12.35	0	34	33	14	47	89.9	1.324	3077.1	59.4	0.0	0	0.00	3042	2817	11527	8990	20978
5401.4	22.03	0.852	230	88	2738	11.90	0	17	15	8	41	131.6	1.449	3085.3	69.4	0.0	0	0.00	3054	2824	11534	9037	21023
5411.4	23.09	0.904	230	52	2640	11.48	1	5	3	4	38	137.2	1.551	3094.1	79.4	0.0	0	0.00	3062	2832	11547	9148	21056
5421.4	23.93	0.947	229	61	2539	11.09	19	2	0	2	89	141.6	1.569	3103.3	89.4	0.0	0	4.37	3066	2837	11550	9252	21068
5431.4	24.54	0.977	226	118	2420	10.71	22	26	2	1	109	131.4	1.583	3113.0	99.4	0.0	0	2.84	3068	2842	11565	9386	21078
5441.4	24.90	0.995	222	76	2386	10.75	4	36	26	15	81	134.6	1.590	3122.8	109.4	0.0	0	0.00	3069	2847	11565	9420	21131
5451.4	25.00	1.000	228	99	2393	10.50	0	33	28	8	45	137.4	1.525	3132.8	119.4	0.0	0	0.00	3083	2855	11579	9427	21184
5461.4	24.83	0.991	229	112	2393	10.45	0	16	14	6	31	120.7	1.520	3142.8	129.4	0.0	0	0.00	3091	2862	11586	9434	21213
5471.4	24.39	0.970	227	165	2389	10.52	21	6	1	7	52	100.6	1.523	3152.6	139.4	0.0	0	2.97	3097	2870	11586	9438	21303
5481.4	23.71	0.936	227	159	2382	10.49	14	28	5	3	82	87.4	1.517	3162.2	149.4	0.0	0	1.89	3104	2877	11586	9445	21346
5491.4	22.81	0.890	224	168	2380	10.63	25	43	1	0	105	55.7	1.509	3171.3	159.4	0.0	0	1.93	3107	2883	11586	9447	21367
5501.4	21.70	0.835	219	171	2376	10.85	21	68	1	0	165	36.9	1.460	3179.9	169.4	0.0	0	2.10	3107	2888	11586	9451	21369
5511.4	20.42	0.771	213	182	2370	11.13	21	88	1	0	171	26.2	1.400	3188.0	179.4	0.0	0	1.82	3107	2894	11586	9457	21369
5521.4	19.01	0.701	208	176	2366	11.38	20	105	1	0	174	16.0	1.314	3195.3	189.4	0.0	0	1.81	3107	2899	11586	9461	21369
5531.4	17.51	0.626	205	182	2357	11.50	13	116	1	0	183	12.2	1.227	3202.0	195.0	0.4	1	0.00	3107	2902	11586	9470	21369
5541.4	15.97	0.549	204	192	2352	11.53	1	127	1	0	189	7.9	1.144	3207.8	195.0	1.6	1	0.00	3107	2903	11587	9476	21369
5551.4	14.43	0.471	201	196	2350	11.69	0	127	1	0	192	6.6	1.071	3212.9	195.0	3.2	1	0.00	3107	2906	11590	9481	21369
5561.4	12.93	0.397	197	192	2344	11.90	0	127	1	0	192	5.4	1.008	3217.3	195.0	5.4	1	0.00	3107	2910	11592	9489	21369
5571.4	11.53	0.326	196	193	2344	11.96	0	127	1	0	192	4.8	0.943	3220.9	195.0	8.3	1	0.00	3107	2911	11592	9489	21369
5581.4	10.26	0.263	192	190	2342	12.20	0	127	1	0	192	4.5	0.892	3223.8	195.0	12.0	1	0.00	3107	2915	11592	9491	21369
5591.4	9.16	0.250	187	187	2342	12.52	0	127	1	0	192	4.2	0.846	3226.3	195.0	16.8	1	0.00	3107	2920	11592	9491	21369
5601.4	8.26	0.250	185	185	2340	12.65	0	127	1	0	192	5.0	0.803	3228.8	195.0	22.7	1	0.00	3107	2922	11592	9493	21369
5611.4	7.58	0.250	184	183	2340	12.72	0	127	1	0	192	4.2	0.763	3231.3	195.0	29.5	1	0.00	3107	2923	11592	9493	21369
5621.5	7.16	0.250	180	180	2340	13.00	0	127	1	0	192	4.0	0.719	3233.8	195.0	37.2	1	0.00	3107	2927	11592	9493	21369
5631.5	7.00	0.250	176	176	2340	13.30	0	127	1	0	192	3.8	0.676	3236.3	195.0	45.3	1	0.00	3107	2931	11592	9493	21369
5641.5	7.11	0.250	175	175	2340	13.37	0	127	1	0	192	3.6	0.633	3238.8	195.0	53.4	1	0.00	3107	2932	11592	9493	21369
5651.5	7.47	0.250	171	171	2340	13.68	0	127	1	0	192	3.4	0.594	3241.3	195.0	61.1	1	0.00	3107	2936	11592	9493	21369
5661.5	8.10	0.250	169	169	2340	13.85	0	127	1	0	192	3.3	0.553	3243.8	195.0	68.2	1	0.00	3107	2938	11592	9493	21369
5671.5	8.95	0.250	167	167	2340	14.01	0	127	1	0	192	3.2	0.511	3246.3	195.0	74.3	1	0.00	3107	2940	11592	9493	21369
5681.5	10.01	0.251	165	165	2340	14.18	0	127	1	0	192	3.1	0.470	3248.8	195.0	79.3	1	0.00	3107	2942	11592	9493	21369
5691.5	11.25	0.313	162	162	2340	14.44	0	127	1	0	192	3.0	0.426	3251.6	195.0	83.2	1	0.00	3107	2945	11592	9493	21369
5701.5	12.63	0.382	161	161	2340	14.53	0	127	7	0	192	3.0	0.368	3255.1	4.5	0.0	0	0.00	3107	2946	11592	9493	21369
5711.5	14.11	0.456	156	156	2340	15.00	0	127	127	0	192	2.8	0.304	3259.3	14.5	0.0	0	0.00	3107	2951	11592	9493	21369
5721.5	15.65	0.532	152	152	2340	15.39	0	127	127	0	192	2.7	0.221	3264.2	24.5	0.0	0	0.00	3107	2955	11592	9493	21369
5731.5	17.19	0.610	148	144	2335	15.78	0	127	125	0	173	2.2	0.141	3269.9	34.5	0.0	0	0.00	3107	2959	11592	9498	21388
5741.5	18.70	0.685	144	103	2323	16.13	0	83	73	7	51	6.6	0.071	3276.4	44.5	0.0	0	0.00	3107	2963	11596	9514	21554
5751.5	20.13	0.757	135	107	2335	17.30	0	31	30	13	33	21.3	0.068	3283.6	54.5	0.0	0	0.00	3110	2975	11626	9532	21596
5761.5	21.44	0.822	137	105	2327	16.99	0	18	18	3	25	37.7	0.187	3291.5	64.5	0.0	0	0.00	3123	2986	11629	9543	21611
5771.5	22.59	0.879	134	115	2309	17.23	1	8	7	0	0	31.7	0.237	3300.1	74.5	0.0	0	0.00	3126	2992	11629	9561	21650
5781.5	23.54	0.927	123	96	2298	18.68	0	6	6	1	0	46.0	0.374	3309.1	84.5	0.0	0	0.00	3126	3003	11629	9572	21650
5791.5	24.27	0.964	119	108	2276	19.13	0	3	3	1	0	47.6	0.660	3318.6	94.5	0.0	0	0.00	3127	3008	11629	9594	21662
5801.5	24.76	0.988	109	95	2273	20.85	7	2	1	0	7	44.9	0.893	3328.3	104.5	0.0	0	1.33	3128	3019	11629	9597	21675
5811.5	24.98	0.999	105	78	2270	21.62	10	9	0	1	38	41.6	1.101	3338.3	114.5	0.0	0	1.20	3128	3023	11629	9600	21683
5821.5	24.94	0.997	101	65	2270	22.48	8	12	2	8	5	46.5	1.305	3348.3	124.5	0.0	0	0.87	3129	3028	11629	9600	21730
5831.5	24.64	0.982	105	74	2266	21.58	0	19	17	3	0	53.3	1.413	3358.2	134.5	0.0	0	0.00	3136	3031	11629	9604	21736
5841.5	24.08	0.954	106	63	2265	21.37	0	17	17	1	0	58.0	1.492	3367.9	144.5	0.0	0	0.00	3139	3033	11629	9605	21742
5851.5	23.28	0.914	100	65	2265	22.65	0	15	13	0	0	55.7	1.561	3377.2	154.5	0.0	0	0.00	3140	3040	11629	9605	21757
5861.5	22.27	0.863	94	57	2265	24.10	0	15	11	0	0	58.5	1.594	3386.1	164.5	0.0	0	0.00	3140	3046	11629	9605	21769
5871.5	21.07	0.804	89	63	2265	25.45	0	15	9	0	0	52.9	1.600	3394.5	174.5	0.0	0	0.00	3140	3051	11629	9605	21784
5881.5	19.72	0.736	86	42	2262	26.30	0	15	2	0	13	53.8	1.599	3400.0	181.6	0.0	0	0.00	3140	3054	11629	9608	21822
5891.5	18.26	0.663	81	21	2255	27.84	0	15	2	0	16	47.8	1.600	3400.0	181.6	0.0	0	0.00	3140	3059	11629	9615	21822
5901.5	16.74	0.587	77	39	2250	29.22	0	15	2	0	16	45.2	1.599	3400.0	181.6	0.0	0	0.00	3140	3063	11629	9620	21822
5911.5	15.19	0.509	76	42	2237	29.43	0	15	2	0	16	51.8	1.599	3400.0	181.6	0.0	0	0.00	3140	3064	11629	9633	21822
5921.5	13.67	0.433	71	61	2213	31.17	0	15	2	0	16	52.6	1.599	3400.0	181.6	0.0	0	0.00	3140	3069	11629	9657	21822
5931.5	12.21	0.361	70	61	2214	31.63	0	15	2	0	16	50.2	1.600	3400.0	181.6	0.0	0	0.00	3140	3070	11630	9657	21822
5941.5	10.87	0.293	64	59	2213	34.58	0	15	2	0	16	41.9	1.599	3400.0	181.6	0.0	0	0.00	3140	3076	11630	9658	21822
5951.5	9.68	0.250	62	56	2212	35.68	0	15	2	0	16	38.6	1.599	3400.0	181.6	0.0	0	0.00	3140	3078	11630	9659	21822
5961.5	8.67	0.250	61	59	2211	36.25	0	15	2	0	16	35.1	1.599	3400.0	181.6	0.0	0	0.00	3140	3079	11630	9660	21822
5971.5	7.89	0.250	60	58	2211	36.85	0	15	2	0	16	31.9	1.599	3400.0	181.6	0.0	0	0.00	3140	3080	11630	9660	21822
5981.5	7.34	0.250	60	57	2211	36.85	0	15	2	0	16	30.2	1.597	3400.0	181.6	0.0	0	0.00	3140	3080	11630	9660	21822
5991.5	7.05	0.250	58	56	2211	38.12	0	15	2	0	16	26.3	1.597	3400.0	181.6	0.0	0	0.00	3140	3082	11630	9660	21822
6001.5	7.02	0.250	55	52	2211	40.20	0	15	2	0	16	22.5	1.596	3400.0	181.6	0.0	0	0.00	3140	3085	11630	9660	21822
6011.5	7.26	0.250	54	53	2211	40.94	0	15	2	0	16	19.8	1.593	3400.0	181.6	0.0	0	0.00	3140	3086	11630	9660	21822
6021.5	7.76	0.250	51	50	2211	43.35	0	15	2	0	16	17.1	1.592	3400.0	181.6	0.0	0	0.00	3140	3089	11630	9660	21822
6031.5	8.50	0.250	47	46	2211	47.04	0	15	2	0	16	14.1	1.590	3400.0	181.6	0.0	0	0.00	3140	3093	11630	9660	21822
6041.5	9.46	0.250	46	45	2211	48.07	0	15	2	0	16	12.1	1.586	3400.0	181.6	0.0	0	0.00	3140	3094	11630	9660	21822
6051.5	10.62	0.281	45	45	2211	49.13	0	15	2	0	16	9.9	1.579	3400.0	181.6	0.0	0	0.00	3140	3095	11630	9660	21822
6061.5	11.93	0.347	43	43	2211	51.42	0	15	2	0	16	7.8	1.572	3400.0	181.6	0.0	0	0.00	3140	3097	11630	9660	21822
6071.5	13.37	0.418	41	41	2211	53.93	0	15	2	0	16	5.3	1.557	3400.0	181.6	0.0	0	0.00	3140	3099	11630	9660	21822
6081.5	14.88	0.494	41	41	2211	53.93	0	15	2	0	16	3.1	1.528	3400.0	181.6	0.0	0	0.00	3140	3099	11630	9660	21822
6091.5	16.43	0.571	39	39	2211	56.69	0	15	2	0	16	1.6	1.476	3400.0	181.6	0.0	0	0.00	3140	3101	11630	9660	21822
6101.5	17.96	0.648	38	38	2210	58.16	0	15	2	0	16	9.1	1.398	3400.0	181.6	0.0	0	0.00	3140	3102	11630	9661	21822
6111.5	19.44	0.722	37	26	2208	59.68	0	15	2	0	37	19.7	1.486	3400.0	181.6	0.0	0	0.00	3140	3103	11630	9663	21822
6121.5	20.81	0.791	37	12	2182	58.97	0	15	2	0	55	24.9	1.577	3400.0	181.6	0.0	0	0.00	3140	3103	11630	9689	21822
6131.5	22.04	0.852	36	11	2178	60.50	0	15	2	0	55	23.1	1.575	3400.0	181.6	0.0	0	0.00	3140	3104	11630	9693	21822
6141.5	23.10	0.905	36	9	2175	60.42	0	15	2	0	55	23.5	1.581	3400.0	181.6	0.0	0	0.00	3140	3104	11630	9696	21822
6151.5	23.94	0.947	35	6	2175	62.14	0	15	2	0	55	23.6	1.580	3400.0	181.6	0.0	0	0.00	3140	3105	11630	9696	21822
6161.5	24.55	0.977	34	11	2172	63.88	0	15	2	0	58	22.2	1.582	3400.0	181.6	0.0	0	0.00	3140	3106	11630	9699	21822
6171.5	24.90	0.995	32	16	2168	67.75	0	15	2	0	58	22.3	1.580	3400.0	181.6	0.0	0	0.00	3140	3108	11630	9703	21822
6181.5	25.00	1.000	30	16	2164	72.13	0	15	2	0	58	17.4	1.581	3400.0	181.6	0.0	0	0.00	3140	3110	11630	9707	21822
6191.5	24.82	0.991	26	9	2164	83.23	0	15	2	0	58	15.0	1.576	3400.0	181.6	0.0	0	0.00	3140	3114	11630	9707	21822
6201.5	24.39	0.969	25	3	2161	86.44	0	15	2	0	58	14.6	1.568	3400.0	181.6	0.0	0	0.00	3140	3115	11630	9710	21822
6211.5	23.71	0.935	24	11	2160	90.00	0	15	2	0	58	13.6	1.554	3400.0	181.6	0.0	0	0.00	3140	3116	11630	9711	21822
6221.5	22.80	0.890	23	13	2160	93.91	0	15	2	0	58	11.3	1.546	3400.0	181.6	0.0	0	0.00	3140	3117	11630	9711	21822
6231.5	21.69	0.834	23	7	2160	93.91	0	15	2	0	67	14.1	1.542	3400.0	181.6	0.0	0	0.00	3140	3117	11630	9711	21822
6241.5	20.41	0.770	23	6	2152	93.57	0	15	2	0	73	13.0	1.535	3400.0	181.6	0.0	0	0.00	3140	3117	11630	9719	21822
6251.5	19.00	0.700	20	5	2151	107.55	0	15	2	0	79	12.0	1.521	3400.0	181.6	0.0	0	0.00	3140	3120	11630	9720	21822
6261.5	17.50	0.625	18	3	2151	119.50	0	15	2	0	79	10.3	1.511	3400.0	181.6	0.0	0	0.00	3140	3122	11630	9720	21822
6271.5	15.96	0.548	15	4	2147	143.13	0	15	2	0	79	10.3	1.600	3400.0	181.6	0.0	0	0.00	3140	3125	11630	9724	21822
6281.5	14.42	0.471	15	1	2135	142.33	0	15	2	0	79	8.9	1.600	3400.0	181.6	0.0	0	0.00	3140	3125	11630	9736	21822
6291.5	12.92	0.396	15	5	2129	141.93	0	15	2	0	79	9.7	1.600	3400.0	181.6	0.0	0	0.00	3140	3125	11630	9742	21822
6301.5	11.52	0.326	15	12	2127	141.80	0	15	2	0	79	10.0	1.600	3400.0	181.6	0.0	0	0.00	3140	3125	11630	9744	21822
6311.5	10.25	0.262	15	9	2127	141.80	0	15	2	0	79	9.2	1.600	3400.0	181.6	0.0	0	0.00	3140	3125	11630	9744	21822
6321.5	9.15	0.250	14	12	2126	151.86	0	15	2	0	79	9.0	1.599	3400.0	181.6	0.0	0	0.00	3140	3126	11630	9745	21822
6331.5	8.25	0.250	13	10	2126	163.54	0	15	2	0	79	8.4	1.600	3400.0	181.6	0.0	0	0.00	3140	3127	11630	9745	21822
6341.5	7.58	0.250	13	11	2126	163.54	0	15	2	0	79	7.8	1.600	3400.0	181.6	0.0	0	0.00	3140	3127	11630	9745	21822
6351.5	7.16	0.250	13	11	2126	163.54	0	15	2	0	79	7.2	1.600	3400.0	181.6	0.0	0	0.00	3140	3127	11630	9745	21822
6361.5	7.00	0.250	12	9	2126	177.17	0	15	2	0	79	6.6	1.597	3400.0	181.6	0.0	0	0.00	3140	3128	11630	9745	21822
6371.5	7.11	0.250	11	9	2126	193.27	0	15	2	0	79	6.1	1.597	3400.0	181.6	0.0	0	0.00	3140	3129	11630	9745	21822
6381.5	7.48	0.250	10	9	2126	212.60	0	15	2	0	79	4.9	1.593	3400.0	181.6	0.0	0	0.00	3140	3130	11630	9745	21822
6391.5	8.10	0.250	10	9	2126	212.60	0	15	2	0	79	4.5	1.588	3400.0	181.6	0.0	0	0.00	3140	3130	11630	9745	21822
6401.5	8.96	0.250	10	9	2126	212.60	0	15	2	0	79	4.1	1.584	3400.0	181.6	0.0	0	0.00	3140	3130	11630	9745	21822
6411.5	10.02	0.251	9	8	2126	236.22	0	15	2	0	79	3.1	1.572	3400.0	181.6	0.0	0	0.00	3140	3131	11630	9745	21822
6421.5	11.26	0.313	8	7	2126	265.75	0	15	2	0	79	2.4	1.556	3400.0	181.6	0.0	0	0.00	3140	3132	11630	9745	21822
6431.5	12.64	0.382	8	8	2126	265.75	0	15	2	0	79	2.0	1.540	3400.0	181.6	0.0	0	0.00	3140	3132	11630	9745	21822
6441.5	14.12	0.456	6	6	2126	354.33	0	15	2	0	79	2.1	1.561	3400.0	181.6	0.0	0	0.00	3140	3134	11630	9745	21822
6451.5	15.66	0.533	5	4	2126	425.20	0	15	2	0	79	1.5	1.536	3400.0	181.6	0.0	0	0.00	3140	3135	11630	9745	21822
6461.6	17.20	0.610	5	4	2126	425.20	0	15	2	0	79	1.2	1.506	3400.0	181.6	0.0	0	0.00	3140	3135	11630	9745	21822
6471.6	18.72	0.686	5	3	2126	425.20	0	15	2	0	79	1.6	1.490	3400.0	181.6	0.0	0	0.00	3140	3135	11630	9745	21822
6481.6	20.14	0.757	5	0	2125	425.00	0	15	2	0	79	2.8	1.597	3400.0	181.6	0.0	0	0.00	3140	3135	11630	9746	21822
6491.6	21.45	0.823	5	3	2125	425.00	0	15	2	0	79	2.1	1.600	3400.0	181.6	0.0	0	0.00	3140	3135	11630	9746	21822
6501.6	22.60	0.880	4	2	2125	531.25	0	15	2	0	79	1.1	1.590	3400.0	181.6	0.0	0	0.00	3140	3136	11630	9746	21822
6511.6	23.55	0.927	2	1	2125	1062.50	0	15	2	0	79	0.2	1.547	3400.0	181.6	0.0	0	0.00	3140	3138	11630	9746	21822
6521.6	24.28	0.964	2	2	2125	1062.50	0	15	2	0	79	0.0	1.458	3400.0	181.6	0.0	0	0.00	3140	3138	11630	9746	21822
6531.6	24.76	0.988	0	0	2125	2125.00	0	15	2	0	79	0.0	0.000	3400.0	181.6	0.0	0	0.00	3140	3140	11630	9746	21822
6541.6	24.98	0.999	0	0	2125	2125.00	0	15	2	0	79	0.0	0.000	3400.0	181.6	0.0	0	0.00	3140	3140	11630	9746	21822
6551.6	24.94	0.997	0	0	2125	2125.00	0	15	2	0	79	0.0	0.000	3400.0	181.6	0.0	0	0.00	3140	3140	11630	9746	21822
6561.6	24.64	0.982	0	0	2125	2125.00	0	15	2	0	79	0.0	0.000	3400.0	181.6	0.0	0	0.00	3140	3140	11630	9746	21822
6571.6	24.08	0.954	0	0	2125	2125.00	0	15	2	0	79	0.0	0.000	3400.0	181.6	0.0	0	0.00	3140	3140	11630	9746	21822
